name,city,address,notes,lat,lon,rating,rating_count,price_level,types,phone,website,google_maps_url,place_id,last_update,rating_online_gf,rating_online_gf_count
Pizzería Ristorante Ae Oche Mestre,Venezia,"Via Circonvallazione, 119, 30174 Venezia VE, Italia","[voto 2] Siamo andati qui perchè era segnalato come locale del circuito aic, ma che di senza glutine hanno ben poco. Abbiamo preso una pizza senza glutine e non ci hanno potuto garantire la non contaminazione (mi domando quindi come possa essere del circuito). Il locale è molto ampio e ha a disposizione un’area giochi per bambini. La nota positiva è la gentilezza delle ragazze che ci lavorano. Il simbolo c…","45,4976669","12,2364173","4,2",1529,2,establishment|food|point_of_interest|restaurant,041 980405,,https://maps.google.com/?cid=6702039171508636294,ChIJJ_CSYUa0fkcRhoqGGB5tAl0,25/11/2025 0.15.38,"2,00",1
Acqua e Mais,Venezia,"Campiello dei Meloni, 1411/1412, 30125 Venezia VE, Italia",[voto 5] Eccellente street food veneziano a pochi passi da Piazza San Marco/Ponte di Rialto. I coni/coppette da asporto sono riempiti sufficientemente di pesce fresco di ottima qualità. Servizio veloce e personale gentile e disponibile alle richieste di alternative senza glutine. Ottimo per pranzi al volo come il nostro (avendo poco tempo da passare in città non volevamo sprecarlo rinchiusi in trattoria) o…,"45,4373077","12,3313528","4,3",1862,1,establishment|food|meal_takeaway|point_of_interest|restaurant,041 296 0530,https://www.acquaemais.it/,https://maps.google.com/?cid=4928637015591260112,ChIJaUjwMsWxfkcR0I8orUAJZkQ,25/11/2025 0.15.38,"5,00",1
La Lista Venezia,Venezia,"Rio Terà Lista di Spagna, 225/A, 30121 Venezia VE, Italia","[voto 5] Essendo vicino alla stazione pensavo fosse il solito locale acchiappa turisti dove la qualità è bassa e il prezzo è alto. Sono rimasta piacevolmente sorpresa. Locale ristrutturato con posti all’esterno e all’interno, ideale per un brunch. Ci siamo fermati per un pranzo e non ci aspettavamo una pizza così buona, gli ingredienti di qualità si sentono. Consigliati i paccheri al pomodoro e burrata. Ho…","45,4426324","12,3241774","4,3",2772,2,bar|establishment|food|point_of_interest|restaurant,041 524 4098,https://www.lalistaristoranti.it/,https://maps.google.com/?cid=6961957987409073542,ChIJ30OM4cCxfkcRhhW2TOfXnWA,25/11/2025 0.15.38,"5,00",1
Ristorante Pizzeria Da Michele,Venezia,"Via Cappuccina, 177, 30172 Venezia VE, Italia","[voto 5] Nonostante ci fosse tanta gente in attesa, l'attesa è stata breve. Abbiamo degustato delle pizze,di cui una senza glutine (mia moglie ha molto gradito)e un hamburger San Marco , molto buono. Per quanto riguarda il ristorante, ero di fronte la cucina e a vista i piatti erano appetitosi ma non li ho assaggiati, sarà per la prossima volta","45,4822405","12,2357448","4,5",11739,1,bar|cafe|establishment|food|point_of_interest|restaurant|store,041 097 0175,https://www.pizzeriadamichele.it/,https://maps.google.com/?cid=2778198456629578629,ChIJdUgRDyO0fkcRhcvx2sYkjiY,25/11/2025 0.15.38,"5,00",1
Al Vecio Canton,Venezia,"Rugagiuffa, 4738/A, 30122 Venezia VE, Italia","[voto 4] Un ristorante che all'inizio non gli dai nemmeno un euro, infatti non ha la migliore visibilità molto probabilmente perché dentro pure è piccolo e non ci sono insegne turistiche. Il cibo devo dire che è buono, ma le pizza meritano qualcosa in più, la base è un po secca e non c'è molto sugo ma alla fine sono abbastanza buone. Molto buona la presenza di cibi senza glutine come lasagne e pizze anche …","45,4359757","12,3425492","4,4",1339,2,establishment|food|point_of_interest|restaurant,041 528 7143,http://www.veciocanton.it/,https://maps.google.com/?cid=15363532237057719190,ChIJ01BjfdCxfkcRlnsWjSs7NtU,25/11/2025 0.15.38,"4,00",1
Osteria Barababao,Venezia,"Calle Morosina, 5836, 30121 Venezia VE, Italia","[voto 5] Siamo stati ieri io e il mio ragazzo, personale gentilissimo, piatti buonissimi e soprattutto, essendo io celiaca, hanno offerte anche senza glutine. Davvero un ottimo locale | [voto 5] Non posso che dare 5 stelle in ogni aspetto. Il locale offre un vasto menù senza glutine. Io personalmente ho preso una pizza margherita senza glutine, buonissima! Il personale è disponibile per qualsiasi chiarimento e soprattutto attento e preparato. L'ambiente è accogliente e molto caratteristico. Lo consiglio sicuramente a tutti i celiaci e non.","45,4389553","12,3373376","4,1",1041,2,establishment|food|point_of_interest|restaurant,041 894 6204,https://www.osteriabarababao.com/,https://maps.google.com/?cid=18405523335649447144,ChIJzVdfetyxfkcR6EyMBvWNbf8,25/11/2025 0.15.38,"5,00",2
Il Panin di Crodie,Vendoglio-Carvacco,"Via G. Puccini, 13/a, 33010 Vendoglio-Carvacco UD, Italia","[voto 5] Panini molto buoni, personale super educato e tutti molto simpatici, prezzi giusti e una cosa che mi ha sorpreso è il fatto che ci sia anche l'alternativa senza glutine di tutti i panini in quanto il personale sia attento alla contaminazione e, apparte il pane, tutti i prodotti utilizzati sono gluten free. Assolutamente consigliato!","46,1852015","13,1431058","4,8",78,,establishment|food|point_of_interest|restaurant,339 544 5354,https://ilpanindicrodie.it/,https://maps.google.com/?cid=14329719245492609968,ChIJbTpTMlkxekcRsGOqTrtj3cY,09/01/2026 16.17.35,"5,00",1
Geoffrey's Sapori Reali,Venaria Reale,"Via S. Marchese, 38, 10078 Venaria Reale TO, Italia","[voto 5] Abbiamo scelto questa pizzeria su consiglio di amici con necessità alimentari e ci siamo trovati molto bene. CIBO: la pizza era un ibrido tra napoletana (cornicione gonfio) e impasto croccante e salato. Le proposte nel menù erano contenute ma particolari. Abbiamo preso una farinata semplice, ma molto buona, una Geoffrey con le polpette al sugo (molto saporita) e una che era la pizza del mese con p… | [voto 3] Abbiamo scoperto questo locale grazie a Just Eat e in passato abbiamo ordinato più volte senza mai avere problemi, forse perché si trattava di ordini più consistenti. Questa sera invece, per festeggiare un evento, abbiamo ordinato due pizze (totale circa 30 €) e l’ordine è stato annullato due volte dal ristorante con la motivazione della distanza. Al telefono la signora, sbalordita, ci ha chiesto …","45,125267","7,649207","4,1",443,2,establishment|food|point_of_interest|restaurant,011 459 1646,https://instagram.com/geoffreys_venaria?igshid=OGQ5ZDc2ODk2ZA%3D%3D&utm_source=qr,https://maps.google.com/?cid=14841225014200418951,ChIJo0DkAJluiEcRh8IOq4Sf9s0,25/11/2025 0.07.45,"4,00",2
Scacco Matto,Venaria Reale,"Via Tessarin, 8, 10078 Venaria Reale TO, Italia","[voto 5] Pizza sia normale che senza glutine strepitosa Ingredienti freschi, di alta qualità e super saporiti! Tiramisù per celiaci voto 10 Oltre alla professionalità tanta gentilezza e cura del cliente | [voto 5] Bella pizzeria dove poter gustare una buona pizza . Siamo stati con tutta la famiglia questa sera a fare il giro degustazione di pizze, nonostante fossimo in 17 persone siamo stati serviti in modo adeguato , pizze di vari gusti , con ingredienti particolari e ricercati e soprattutto di qualità.... Ta noi c'era una ragazza celiaca , estate gestita in modo ottimo dalla proprietaria , senza farla sen… | [voto 5] Cena tra amici di cui una celiaca ci consigliano questa pizzeria. Locale situato vicina alla Reggia con dehor esterno(purtroppo non abbiamo potuto usufruire causa maltempo). Pizza ottima e leggera, ne mangeresti 2 perché molto soffici e leggere. Molto buona quella senza glutine. Materie prime ottime e di qualità. P s. La foto è del maltempo poco prima di arrivare in Pizzeria.","45,130358","7,624566","4,2",451,2,establishment|food|point_of_interest|restaurant,011 497769,http://www.scaccomattovenaria.it/,https://maps.google.com/?cid=2599618749326867890,ChIJx_fwTk1piEcRsr0SqXqzEyQ,25/11/2025 0.07.45,"5,00",3
Pizzeria Okay,Vasto,"P.za Santa Chiara, 51, 66054 Vasto CH, Italia",[voto 5] Pizzeria al taglio e al piatto nel centro storico di Vasto a conduzione familiare. Impasto molto digeribile (anche in versione senza glutine) ottimi ingredienti. Davvero molto gentili !,"42,1096707","14,7085288","4,3",95,1,establishment|food|meal_takeaway|point_of_interest|restaurant,339 443 1038,https://pizzeriaokayvasto.net/,https://maps.google.com/?cid=10890449978057174492,ChIJla_dVFTcMBMR3C1CEo6mIpc,09/01/2026 16.34.24,"5,00",1
Sorsi e Morsi Bistrot,Vasto,"Piazza Barbacani, 66054 Vasto CH, Italia","[voto 5] Cena con amici in centro di Sabato sera. Ho ordinato una birra gluten free ed una pinsa gluten free con patate, mozzarella e salsiccia veramente veramente buona. Consigliato per persone intolleranti al glutine e celiaci!! Unica pecca un po’ il servizio ma era sabato sera e tutto pieno. Ci può stare.. torneremo di sicuro !!!","42,1120231","14,7079273","4,8",43,,establishment|food|point_of_interest|restaurant,388 863 9113,,https://maps.google.com/?cid=11273686869237817195,ChIJCVE6P5_dMBMRa9_nHXoudJw,09/01/2026 16.34.24,"5,00",1
Trabocco Trimalcione,Vasto,"Porto di Punta della Penna, 66054 Vasto CH, Italia","[voto 5] Un'esperienza caratteristica e meravigliosa che riporta la mente alle antiche tradizioni locali! Ci siamo stati per cena e la vista sul tramonto accompagnata dal rumore delle onde mosse dal maestrale hanno contribuito a regalare un esperienza unica! Il trabocco è piccolo e molto intimo, al massimo 4 tavoli, è richiesta massima puntualità, il menù è fisso e abbondante. La qualità dei prodotti è inn…","42,1751024","14,7080887","4,6",214,,establishment|food|point_of_interest|restaurant,333 410 9289,https://www.traboccotrimalcione.it/,https://maps.google.com/?cid=657139384047291844,ChIJ5dhDKvjeMBMRxM0OwsmgHgk,09/01/2026 16.34.24,"5,00",1
Pub Well Done,Vasto,"Piazza Caprioli, 1, 66054 Vasto CH, Italia","[voto 5] In una location accogliente e graziosa, accolta da un personale gentile e da un servizio veloce, la mia scelta è stata prediligere un panino al salmone gluten free: non il solito panino ma un'alternativa di ottimi sapori. Consigliatissimo! Tornerò ancora per gustare le altre proposte molto gustose e riuscire così a fare una foto. Era troppo buono che non ho resistito. Ottimo lavoro.","42,1122213","14,7091317","4,4",414,2,bar|establishment|food|point_of_interest|restaurant,0873 670479,http://www.welldonevasto.it/,https://maps.google.com/?cid=16394550079223303174,ChIJcWWWjlPcMBMRBgx1XG8kheM,09/01/2026 16.34.24,"5,00",1
Il polpo ubriaco,Varigotti,"SS 1, 46, 17024 Varigotti SV, Italia","[voto 5] Un posto davvero piacevole per pranzare, con una bella veranda e un personale estremamente cortese! Sono venuta per pranzo e tornerò sicuramente per provare altri piatti del menù. Abbiamo iniziato condividendo una deliziosa zuppetta di cozze, seguita da una gustosa spadellata di polpo con patate, prezzemolo e olive taggiasche, e dal pescato del giorno: un branzino con patate e aromi, cotto alla pe…","44,1813701","8,3884859","4,7",192,2,establishment|food|point_of_interest|restaurant,328 804 2783,,https://maps.google.com/?cid=11249893058430815078,ChIJ-SkCyQf70hIRZsvm1CGmH5w,09/01/2026 16.27.55,"5,00",1
Vecchia Riva | Hotel e Ristorante,Varese,"Via Giovanni Macchi, 146, 21100 Varese VA, Italia","[voto 5] Ho soggiornato alla Vecchia Riva per 3 notti e siamo rimasti molto soddisfatti dell’accoglienza calorosa e della gentilezza del personale – un ringraziamento speciale alla signora Maria, sempre energica e solare! Lo staff è stato molto disponibile nell’accomodare le mie esigenze senza glutine. Un piccolo suggerimento: sarebbe perfetto trovare della frutta fresca già tagliata a colazione. La camera…","45,802876","8,779917","4,4",2329,,establishment|food|lodging|point_of_interest|restaurant,0332 329300,http://www.vecchiariva.com/,https://maps.google.com/?cid=2678772564191239307,ChIJn6A9D31-hkcRi1yuUnTpLCU,25/11/2025 0.29.38,"5,00",1
Hotel Morgana,Varese,"Via Carlo Maderno 12, 6850 Mendrisio, Svizzera","[voto 5] Hotel davvero grazioso,camere ampie e molto pulite. Ottimo ristorante..forte attenzione anche alle esigenze di chi come me è celiaco . Cordialità e gentilezza contraddistinguono Giampiero e Riccardo, che ci hanno regalato un weekend piacevolissimo!","45,8780972","8,9865002","3,9",372,,establishment|food|lodging|point_of_interest|restaurant,091 646 23 55,https://www.morganamendrisio.ch/,https://maps.google.com/?cid=2824162589096066488,ChIJU1LQ7bQphEcRuL0EZ-lwMSc,25/11/2025 0.29.38,"5,00",1
Hotel Serpiano,Varese,"6867 Serpiano TI, Svizzera",[voto 3] Posto in cui ci si può veramente rilassare con un'ottima vista sul Lago. Abbiamo prenotato cena al ristorante dell'hotel con giorni di anticipo indicando in modo precauzionale la presenza di UN CELIACO. Ci avevano rassicurati sulle opzioni gluten free e infatti c'era UNA SOLA SCELTA PER TUTTO IL MENU: IL RISOTTO. (Avrebbero potuto comunicarci che non c'era praticamente nulla di gluten free se non …,"45,912011","8,928862","3,8",516,,establishment|food|lodging|point_of_interest|restaurant|spa,091 986 20 00,http://www.serpiano.ch/,https://maps.google.com/?cid=2593358814605066871,ChIJ42z3V8crhEcRd8KpBxp2_SM,25/11/2025 0.29.38,"3,00",1
Fabbrica Pizza,Varese,"Via Giuseppe Ferrari, 5, 21100 Varese VA, Italia","[voto 5] Esperienza molto piacevole. ll nuovo staff, subentrato dopo il cambio di gestione, ha reso l’ambiente decisamente più accogliente e gradevole. La pizza davvero buona fatta con materie prime ricercate e di alta qualità. Addirittura hanno diversi tipi di impasti tra cui la pizza senza glutine e la pizza Fabbrica, preparata con un impasto ‘sfoglia’ estremamente sottile, risulta tra le proposte più or… | [voto 4] A volte capita di essere in Varese centro e cenare in questo locale essendo molto strategico sotto questo punto di vista. Il locale presenta un ambiente moderno e accogliente, con un design curato che combina elementi industriali e tradizionali. È adatto sia per pranzi veloci che per cene in compagnia. La selezione delle pizze è ampia e con impasti leggeri e digeribili, inclusi quelli senza glutin… | [voto 4] Una bella pizzeria nel cuore di Varese, esattamente in corso, zona pedonale, per cui se arrivate in auto, bisogna parcheggiare fuori la zona pedonale sulle strisce blu oppure nel parcheggio Sempione poco distante, in Via Marcello Benedetto. Ad ogni modo, una bella passeggiata in corso non guasta, né prima, ne dopo aver mangiato. Locale pulito e curato con la possibilità di consumare all'esterno. I…","45,8190349","8,826012","3,8",982,2,establishment|food|point_of_interest|restaurant,0332 232939,http://www.fabbricapizza.com/,https://maps.google.com/?cid=14688312964057051361,ChIJJ4jY5EiBhkcR4bBinNFe18s,25/11/2025 0.29.38,"4,33",3
La Paranza Varese 🛶,Varese,"Via Emilio Morosini, 13, 21100 Varese VA, Italia","[voto 5] Ottimo luogo dove mangiare una pizza in famiglia o con gli amici. Servizio molto veloce, pizza eccellente, ben farcita. Grande scelta nei piatti. Possibilità di avere menù pizza, menù di terra o di mare a prezzi accessibili. Ambiente molto carino in centro città. Abbastanza frequentato, consiglio di chiamare per prenotare per sicurezza. Possibilità di mangiare anche per persone intolleranti al glu…","45,8178854","8,8312014","4,3",2561,2,establishment|food|meal_delivery|meal_takeaway|point_of_interest|restaurant,0332 242476,http://www.laparanzavarese.com/,https://maps.google.com/?cid=5746680552874536397,ChIJsVvlC52AhkcRzW27_4NPwE8,25/11/2025 0.29.38,"5,00",1
Al Vicolino,Varese,"Vicolo Scuole, n 3, 21100 Varese VA, Italia",[voto 4] Ci vado spesso per gustarmi una buonissima orecchia di Elefante Gluten free abbinata sempre ad un buon vino ( carta dei vini non molto vasta ma buona la qualità ),"45,8190092","8,8270558","4,3",865,2,establishment|food|point_of_interest|restaurant,0332 831838,https://www.vicolino.it/,https://maps.google.com/?cid=4622501481053462911,ChIJ17q6tyd-hkcRf6HoH5tsJkA,25/11/2025 0.29.38,"4,00",1
Ristorante Pizzeria San Gottardo,Varese,"Via S. Gottardo, 23, 21100 Varese VA, Italia","[voto 3] Sono stata in questo locale per una cena veloce dopo essere uscita da lavoro alle 22:00. A quell’ora in particolare fanno solo pizzeria, quindi recensirò solo il lato pizzeria del locale. Personale molto cordiale e attento a qualsiasi richiesta venga fatta. Molto attenti anche a livello delle intolleranze o allergie. Pizza senza glutine mangiabile, ma risultava senza sale e con le melanzane eviden…","45,8652441","8,806031","4,3",449,2,establishment|food|point_of_interest|restaurant,0332 224189,https://www.ristorantepizzeriasangottardo.it/,https://maps.google.com/?cid=5529086497288973206,ChIJ2efSeIZ_hkcRlmtR-99Cu0w,25/11/2025 0.29.38,"3,00",1
Essenziale Restaurant and Pizza,Varese,"Via Luigi Lavizzari 10, 6850 Mendrisio, Svizzera","[voto 1] Sono rimasto molto deluso dalla mia esperienza in questa pizzeria. Alla mia richiesta di avere un impasto differente, mi è stato proposto quello senza glutine: fin qui tutto bene, se non fosse che la cameriera ha commentato ad alta voce che “fa schifo”. Un atteggiamento che mi ha lasciato davvero perplesso, perché chi lavora a contatto con i clienti dovrebbe trasmettere fiducia e rispetto, non il …","45,8699517","8,986762","4,4",42,,establishment|food|point_of_interest|restaurant,091 630 22 55,https://www.essenzialerestaurantandpizza.com/menu,https://maps.google.com/?cid=7057035836396574186,ChIJt1j63OwphEcR6pWeE7Sg72E,25/11/2025 0.29.38,"1,00",1
Zona Franca,Varese,"Via Severo Piatti, 9, 21100 Varese VA, Italia","[voto 5] Scoperta meravigliosa a Varese! Ci siamo ritrovati sotto consiglio di una signora in questa gastronomia biologica e ne siamo rimasti entusiasti. Il posto è molto accogliente e rustico, il personale è di una gran gentilezza, il cibo squisito, ingredienti leggeri ma gustosi, freschi, ricercati e a km O. Tante proposte vegane, vegetariane e anche senza glutine. Consiglio gli sformati di verdure e i s…","45,8362078","8,8049829","4,7",136,1,establishment|food|point_of_interest|restaurant,340 679 3582,http://zonafranca.biz/,https://maps.google.com/?cid=7843757329720051194,ChIJ08-c8bN_hkcR-oVUvruf2mw,25/11/2025 0.29.38,"5,00",1
LESS bar gastronomico,Varese,"Via Finocchiaro Aprile, 5, 21100 Varese VA, Italia",[voto 5] We love this place! Fantastico per brunch! Mio Marito è americano e ama questo posto! Super consigliato a tutti! PS opzione gluten free è possibile e la adoriamo!,"45,8216972","8,8270454","4,7",107,2,cafe|establishment|food|point_of_interest|restaurant|store,340 102 5910,,https://maps.google.com/?cid=7225001521475743270,ChIJHaZ0-ih-hkcRJu43pZpcRGQ,25/11/2025 0.29.38,"5,00",1
Ristorante Pizzeria Vecchie Mura,Varazze,"Via Antonio Robello, 1, 17019 Varazze SV, Italia","[voto 5] Siamo stati in questo ristorante 2 volte nelle ultime settimane perché hanno tante opzioni senza glutine compresa la pasta, la frittura di pesce e la pizza. Prima abbiamo provato la pizza: quella con lievito madre piaciuta tantissimo, la mia senza glutine (bufala) ottima perché soffice e leggera. Materie prime di qualità. La seconda volta abbiamo provato i primi e la frittura di calamari e gamberi… | [voto 4] Location tradizionale con buone proposte culinarie anche senza glutine. Pizza buona con vari impasti sia a pranzo che a cena. Buon rapporto qualità/prezzo. Qualche disattenzione nel servizio… menù poco aggiornato | [voto 1] Esperienza pessima. La pizza senza glutine era immangiabile: impasto secco, sapore inesistente e qualità pari a zero, mozzarella immangiabile rivoltante! Prezzi troppo alti per quello che offrono e per dove si trova il locale. Sconsiglio fortemente: non ci tornerei nemmeno gratis, se potessi dare zero stelle lo farei!","44,3590751","8,5722813","3,4",452,2,establishment|food|point_of_interest|restaurant,333 975 4257,https://vecchiemuravarazze.com/,https://maps.google.com/?cid=1910758472658815200,ChIJsQGZMjUf0xIR4IhlDrVghBo,09/01/2026 16.27.55,"3,33",3
Masseria La Timpa,Valverde,"Via Crocifisso, 44a, 95028 Valverde CT, Italia","[voto 2] Halloween da paura (in tutti i sensi): Durante la prenotazione ci era stato comunicato che c’era disponibilità solo nei posti esterni e che avremmo potuto ordinare dal menù alla carta, senza specificare però che si trattava esclusivamente del menù aperitivi, cosa scoperta solo una volta arrivati sul posto. Avevamo segnalato più volte la presenza di una persona celiaca, ma purtroppo, una volta visi…","37,5656973","15,1237252",4,3111,2,bar|establishment|food|point_of_interest|restaurant,329 427 9697,https://www.masserialatimpa.it/,https://maps.google.com/?cid=7973029991906664233,ChIJ941lcvb7ExMRKd8h44jkpW4,27/11/2025 1.03.00,"2,00",1
Piadineria Morena,Valverde,"Viale Michelangelo Buonarroti, 19, 47042 Valverde FC, Italia","[voto 1] Credo la peggiore piadina e servizio di sempre .. 1 ora per avere 3 piade, quella senza glutine la puoi prendere solo con squacquerone e prosciutto cotto a differenza di quello che c’è scritto sul sito e la cucina è piccolissima, quindi sicura la contaminazione. Le piade “normali” sono arrivate con pezzi di pancetta attaccati anche se il ripieno scelto non la prevedeva e tagliate palesemente con c…","44,1798001","12,4241326","3,9",366,2,establishment|food|point_of_interest|restaurant,349 409 8412,https://www.piadineriamorena.it/,https://maps.google.com/?cid=8352261199690124801,ChIJ_QiRPvC3LBMRAc7OFk8x6XM,10/12/2025 23.21.17,"1,00",1
Pizzeria La Luna (D'asporto),Valmorea,"Via Roma, 1036, 22070 Valmorea CO, Italia","[voto 5] Da quando abbiamo scoperto questa pizzeria che fa anche pizze senza glutine, è diventata appuntamento fisso settimanale! Pizze normali, speciali e senza glutine da leccarsi i baffi ;) . I proprietari sono simpatici e disponibili . Tutte le volte che prenoto sono puntuali , la massimo sforano di 10 minuti. Ambiente pulito e in ordine . Stra consigliato | [voto 5] Pizzeria super! Pizze buonissime e sempre innovative, anche per chi è intollerante a glutine e lattosio! Personale gentile e sempre disponibile. | [voto 4] Pizza buona, con prodotti ottimi. Anche la pizza senza glutine è una delle più buone assaggiata in zona. Mozzarella senza lattosio molto buona.","45,8205532","8,9363936","4,6",255,1,establishment|food|meal_takeaway|point_of_interest|restaurant,031 808931,http://www.pizzerialalunavalmorea.it/,https://maps.google.com/?cid=12332467380046874360,ChIJ42sJRc2DhkcR-EbJ7725Jas,25/11/2025 0.29.38,"4,67",3
Locanda Fungo Reale,Valloriate,"Via Fontana Canonica, Frazione Airale, 7/bis, 12010 Valloriate CN, Italia","[voto 5] Ho soggiornato qualche giorno con la mia gatta e ci siamo trovate benissimo. Il posto è incantevole, la struttura è immersa nella natura, con un bel parco, zona benessere e alle spalle il bosco. Nelle immediate vicinanze un torrente. Faccio i miei complimenti a Olga, Manuel e tutto lo staff per la loro competenza e la loro cortesia, il cibo era ottimo e la scelta per me celiaca praticamente equiva…","44,3376426","7,3736429","4,6",754,2,establishment|food|lodging|point_of_interest|restaurant,0171 717010,https://www.fungoreale.it/,https://maps.google.com/?cid=6659999923809397081,ChIJh1O9eUcSzRIRWanJ_qQSbVw,09/01/2026 16.27.55,"5,00",1
Il Giardino delle Spezie Srl,Vallelaghi,"Via Nazionale, 93, 38096 Vallelaghi TN, Italia","[voto 5] Atmosfera piacevole, servizio eccezionale, pizze sottili e molto buone (opzioni senza glutine e sempre con la mozzarella senza lattosio), dolci buonissimi. Hanno pensato ad ogni cosa. Giardino attrezzato con tutto quello che serve per intrattenere a piccini e ragazzi. 100% Consigliato.","46,0582767","10,9805389","4,3",2765,2,bar|establishment|food|point_of_interest|restaurant|store,0461 340122,https://www.ilgiardinodellespezie.it/,https://maps.google.com/?cid=12878152955949916057,ChIJu-LyRtttgkcRmZ-KzuFjuLI,18/12/2025 23.47.45,"5,00",1
PIZZA MOMO,Vallecrosia,"Via Colonnello Aprosio, 66, 18019 Vallecrosia IM, Italia","[voto 4] pizza buona anche quella senza glutine con attenzione per la contaminazione, personale molto gentile. consigliato","43,7874229","7,6363602","4,9",60,,establishment|food|point_of_interest|restaurant,393 055 8455,,https://maps.google.com/?cid=14180138866353162667,ChIJ5aZJPADzzRIRq8mwWiv5ycQ,09/12/2025 22.36.49,"4,00",1
L'Eccellenza di Uku,Valenza,"Viale Dante Alighieri, 20, 15048 Valenza AL, Italia","[voto 5] Sono stata per la prima volta in occasione di una pizzata organizzata dalla associazione sportiva di mio figlio. Esperienza positiva su + fronti, servizio veloce e soprattutto gentilezza della cameriera veramente una ragazza squisita..faccio la cameriera e non capita sempre di trovare personale gentile anzi!! Apprezzato il fatto che nonostante fosse solo evento pizza 🍕 hanno fatto per me fuori me…","45,0120437","8,6417868","4,3",271,2,establishment|food|point_of_interest|restaurant,0131 481938,,https://maps.google.com/?cid=2748707685563964354,ChIJDUbcqacLh0cRwhttpRNfJSY,09/01/2026 16.17.35,"5,00",1
Garten,Valderice,"Via Erice, 141, 91019 Valderice TP, Italia",[voto 5] Siamo stati a cena ieri sera . Ottimo luogo fresco (consigliato portare in borsa uno scialletto) Ottimo il personale. Molto buoni i primi proposti. Anche per le due commensali intolleranti al glutine e lattosio. Consigliato prenotare con anticipo.,"38,040352","12,6056551","4,5",929,2,establishment|food|point_of_interest|restaurant,388 873 2961,,https://maps.google.com/?cid=7654168027819899717,ChIJrcMpokZjGRMRRXtbjUQROWo,27/11/2025 1.03.00,"5,00",1
Un'ottima Annata,Vaggi,"Via Vaggi, 26, 54010 Vaggi MS, Italia",[voto 5] Ho perso il conto delle volte in cui ho mangiato qua. Come sempre lo adoro! Consigliatissima la carbonara ma anche i supplì! Hanno anche qualche variante per dolci senza glutine e lattosio (non solo sorbetti),"44,2066832","9,8709859","4,6",382,2,establishment|food|lodging|point_of_interest|restaurant,0187 945277,https://www.ristoranteottimannata.it/,https://maps.google.com/?cid=15253653504184793160,ChIJE-4Fto_h1BIRSLjTcwvdr9M,09/01/2026 16.27.55,"5,00",1
Su prexiu di Ali,Uta,"Via Roma, 20A, 09010 Uta CA, Italia","[voto 5] La miglior pizza senza glutine mai mangiata sin'ora. Leggerissima, buonissima, fatta da loro con farine naturali senza mix. Pizze super condite con ingredienti saporiti e di qualità. Gentilissimi e disponibili in qualsiasi occasione. Consigliata assolutamente!","39,2905941","8,9550796","4,4",93,,establishment|food|point_of_interest|restaurant,333 798 7275,https://wa.me/qr/BPOOODCF34XNP1,https://maps.google.com/?cid=16419881531748114110,ChIJtRvZ91w55xIRvt7XwUEj3-M,18/12/2025 23.47.45,"5,00",1
Birrificio Coros,Usini,"Via G. Puccini, 5, 07049 Usini SS, Italia","[voto 5] Ho avuto il piacere di scoprire il Birrificio Coros al Bosa Beer Fest e da allora sono diventato un fedele bevitore delle loro creazioni. Offrono una gamma di 4-5 tipologie di birre, inclusi degli eccellenti esempi gluten free, sia bionde che ambrate, perfette per chi sofre di celiachia. Oltre a queste, le birre classiche e ambrate si distinguono per il gusto ricco e l'aroma intenso ed alcune con …","40,6654814","8,5371427","4,7",30,2,bar|establishment|food|point_of_interest|restaurant,334 992 2192,https://shop.birrificiocoros.it/,https://maps.google.com/?cid=9837368078242602692,ChIJ3euQ9_Jg3BIRxN5qhCVahYg,18/12/2025 23.47.45,"5,00",1
Piccola Locanda S'Ausentu,Uri,"Via Salvo d'Acquisto, 07040 Uri SS, Italia","[voto 5] Eravamo di ritorno a casa, e ci siamo fermati a cena. Posto accogliente e carino, camerieri e cuochi gentil, disponibili e super professionali. Menù vario e adatto a tutti, mia figlia è intollerante al glutine e sono riusciti a trovarle una soluzione ottima anche senza averli avvisati precendemente. Rapporto qualità prezzo buono, speriamo di tornare presto perché merita!!! PS c'è anche un gattino …","40,6384048","8,487773","4,6",358,,establishment|food|lodging|point_of_interest|restaurant,079 419229,http://www.ausentu.it,https://maps.google.com/?cid=6873892210001349569,ChIJlUpLpflf3BIRwYt0qYv4ZF8,18/12/2025 23.47.45,"5,00",1
Locanda Uri Ristorante Pizzeria,Uri,"Via Civiltà Nuragica, 5, 07040 Uri SS, Italia","[voto 5] Con la mia famiglia, abbiamo prenotato con The Fork e abbiamo cenato in questa locanda, affidandoci alle recensioni ottime nei vari siti e su Instagram. Devo dire che siamo rimasti entusiasti dalla qualità del cibo: piatti golosi e presentati molto bene. Ottima anche la pasta senza glutine. Il personale è stato gentilissimo. Complimenti alla Locanda Uri — esperienza super positiva! 🍷👏 Super cons…","40,6383537","8,4877216","4,7",93,2,establishment|food|point_of_interest|restaurant,079 676 4495,,https://maps.google.com/?cid=601591107995931528,ChIJJcyhkpFf3BIRiJMh5OxHWQg,18/12/2025 23.47.45,"5,00",1
